,Expression WT,Expression dapF_parent,Expression dapF_sup_1-1,Expression dapF_sup_3-1,Expression WT 2,Expression dgk_parent,Expression dgk_sup_1-1,Expression dgk_sup_2-1,Expression dgk_sup_3-1,Expression WT 3,Expression entC_parent,Expression entC_sup_1-1,Expression entC_sup_2-1,Expression entC_sup_3-1,Expression WT 4,Expression ppk,Expression ppk_sup_1-1,Expression ppk_sup_1-2,Expression WT 5,Expression zwf_parent,Expression zwf_sup_1-1,Expression zwf_sup_1-2
b1848,0.065212612,0.521288669,0.705532265,0.884660349,0.065212612,0.291927942,0.822529051,0.814708195,0.414690905,-0.469025973,-0.572733623,0.327635705,0.245545155,-0.219601757,0.273388138,0.43741065,0.66492376,0.545941924,0.065212612,0.238207783,0.475675353,0.509253418
b1849,0.431980381,-2.428374768,-1.824125673,-1.271228061,0.431980381,0.317773373,0.202918713,0.1512263,0.481136115,-1.789213007,0.679196238,0.828240425,-1.820970055,-2.23944369,0.493271863,0.727563744,0.622902098,-0.027512772,0.431980381,0.53989043,0.331237648,0.675544976
b1850,0.009595452,-0.538258436,-0.295626579,-0.217209957,0.009595452,0.073082899,0.113517159,0.291974167,0.351241248,-0.250909419,-0.199475044,0.04595659,-0.24939448,0.241079566,0.222123063,0.187251448,0.31583923,0.004733433,0.009595452,-0.051953815,0.147341458,0.28927809
b1851,0.014388436,-0.533259706,-0.340473222,-0.34155405,0.014388436,-0.053592739,0.118453787,0.224131403,0.126200693,-0.111777468,-0.018489609,0.295484549,0.031741038,-0.386088591,0.068612159,-0.00875408,0.14939245,-0.114577065,0.014388436,0.086866857,0.093373878,0.371441746
b1852,0.085959463,0.039082117,0.050413024,0.089716702,0.085959463,0.012940233,0.253585333,0.101769568,0.354372408,-0.108689197,0.125092994,0.194900176,-0.054147161,0.049182213,-0.149189192,0.099045445,0.100904791,-0.066493921,0.085959463,-5.24370859,-5.265118427,-5.021576734
b1853,0.075973351,-0.017423147,0.170585101,0.28838069,0.075973351,0.450027213,0.636995756,0.219311203,0.282457646,-0.428012497,-0.294745358,-0.113031556,-0.064093781,-0.255088187,0.200092444,0.304474041,0.592203544,0.381047618,0.075973351,0.476377993,0.538283284,0.770157709
b1854,0.087467111,-0.097363775,-0.067820449,-0.027389054,0.087467111,0.074384081,0.38995242,0.05487638,0.222738053,-0.091611175,-0.160226941,0.027288119,-0.041224534,-0.143105487,-0.170790158,0.04864295,0.094265062,-0.009643934,0.087467111,0.260181534,0.017848878,-0.001546814
b1855,0.053455802,-0.075964876,-0.179682105,0.094373089,0.053455802,-0.530732389,-0.007057491,-0.09519589,-0.113582269,-0.134756422,-0.386807486,-0.391072669,-0.367278956,-0.418432173,-0.025610985,0.150612942,0.251204993,-0.05245137,0.053455802,0.069509656,0.107355027,-0.081581435
b1856,0.118423889,-0.245371085,-0.057047016,0.174779176,0.118423889,0.29220061,0.627544833,0.385911112,0.387041127,-0.771270203,0.162119362,0.347777029,-0.691280328,-0.437858436,0.415998537,0.536559547,0.620305573,0.244664119,0.118423889,0.195391176,0.136667494,0.522495704
b1857,0.114342101,-0.494273077,-0.385034026,0.208165908,0.114342101,0.193621233,0.326826412,0.083514539,0.722650243,-0.733912889,0.524278953,0.473736722,-0.720689812,-0.847385748,0.390886587,0.651363688,0.756376304,-0.029857817,0.114342101,-0.243314028,-0.203894137,0.430454187
b1858,0.100905228,0.181292934,0.158979882,0.514252585,0.100905228,0.286873435,0.410763361,0.401645659,0.161648964,-0.476404697,-0.141692732,0.103197515,-0.353694851,-0.268911906,0.173689012,0.22919712,0.468659689,0.368267087,0.100905228,0.116851947,0.25795913,-0.138271626
b1859,0.087404346,0.165544945,0.126537476,0.45566496,0.087404346,0.194737189,0.387472325,0.472556629,0.207405014,-0.350734381,0.052112823,0.324922494,-0.189772621,0.544467017,0.088521344,0.208129657,0.527143366,0.361330957,0.087404346,0.16505318,0.256491544,0.069772107
b1860,-0.000435039,0.092456551,0.188725899,0.317984531,-0.000435039,-0.161713723,0.052120291,-0.015936964,-0.123651266,-0.021228987,-0.263963934,0.011165361,0.086508012,0.301563655,0.022534106,-0.028900809,0.233296133,0.091799524,-0.000435039,0.084538542,0.206214512,0.027528253
b1861,0.086809144,0.152752606,0.335129035,0.455693301,0.086809144,0.038665458,0.247439255,0.206250351,-0.01544204,-0.183182881,-0.3258426,0.176461735,0.047457891,-0.393839027,-0.077244552,0.088127224,0.409562902,0.038468239,0.086809144,0.11805554,0.34232954,0.111974403
b1862,-0.201739155,0.247228557,0.57324191,0.295662344,-0.201739155,-0.509254486,0.062206773,-0.15115899,0.002407614,0.056353362,-0.288928747,0.078064185,0.020173707,0.710138616,0.548864104,0.061971609,0.229495501,0.676779775,-0.201739155,-0.036826863,0.138873787,0.06365194
b1863,0.097460661,-0.137015902,0.056077394,0.125971842,0.097460661,0.372526611,0.491348384,0.776697877,0.408448544,-0.429762948,0.167878925,0.251108961,-0.339815205,0.293614917,0.137380965,0.237614901,0.475338689,0.324258013,0.097460661,-0.06341523,0.137437784,0.095060655
b1864,0.078297001,-0.189256089,-0.224166763,0.027414317,0.078297001,0.268624348,0.542898809,0.388105315,0.270914898,-0.510358727,-0.078426742,0.513631764,0.133866604,-0.136170081,0.275467723,0.14998359,0.284533287,0.251734145,0.078297001,0.151294513,0.184532085,-0.143669086
b1865,-0.00491921,-0.031179934,-0.014259791,0.265484095,-0.00491921,0.268855541,0.610221163,0.419155378,0.261094417,-0.367657174,-0.39310278,0.446763608,-0.125433075,-0.374415118,0.382414803,0.38107124,0.369013599,0.39029748,-0.00491921,0.130981344,0.236606838,-0.031389314
b1866,0.135920827,-0.103894842,-0.063972777,0.220051118,0.135920827,0.20435648,0.542945001,0.458196055,0.183754197,-0.444962333,-0.054138007,0.524357456,0.089721878,-0.513100796,0.037199853,0.093575063,0.394167891,0.069228043,0.135920827,0.184333698,0.310329584,0.097880877
b1867,-0.044620383,-0.179828505,0.019930419,0.000287939,-0.044620383,-0.159546895,0.353584795,0.340857069,0.137227356,-0.081507321,-0.040896458,0.306800364,0.192751859,0.263979035,0.215368471,0.058637217,0.172491771,0.001738763,-0.044620383,0.021404107,0.05586133,0.204135394
b1868,-0.00709201,-0.273093198,0.056696741,0.223793811,-0.00709201,0.327987141,0.619003832,0.555808591,0.634116755,-0.270378194,0.325442017,0.799694587,0.06011836,-0.403068078,0.291654223,0.534326977,0.373622208,0.156605483,-0.00709201,0.130969535,-0.059167946,0.401508191
b1869,0.021377063,0.241595379,0.347040863,0.450985431,0.021377063,-0.549378942,0.08836288,0.096698267,-0.243301099,-0.112559884,-0.335461436,0.135889814,0.380476694,-0.399356156,0.048428695,-0.014436457,0.21150999,0.130558929,0.021377063,0.271060195,0.276721088,0.010161454
b1870,0.004086735,0.070357728,0.116803056,0.209898388,0.004086735,-0.60036942,-0.005616405,0.060485571,-0.267338261,-0.270000374,-0.202051533,-0.076963607,0.014071481,-0.138676811,0.25774017,0.215869371,0.203254578,0.117668027,0.004086735,0.17857108,0.027485283,-0.020196677
b1871,0.028331142,-0.045646284,-0.010544818,0.132133619,0.028331142,-0.330192419,-0.035711717,-0.102818371,-0.137152021,-0.213257847,-0.125009373,0.347035795,-0.127919744,0.287149066,0.128264422,0.210644767,0.247592085,0.232807899,0.028331142,0.274004275,-0.123737961,-0.019248004
b1872,-0.030719691,0.139821502,0.185204342,0.15576775,-0.030719691,-0.084196822,0.040868601,0.19663825,0.002597719,-0.019828553,-0.217749848,0.02852077,0.197534775,0.729143312,0.111987627,-0.076912926,0.062322656,0.187941201,-0.030719691,-0.022061548,0.200296891,0.229340958
b1873,-0.09251915,-0.018341994,0.522223646,0.083972862,-0.09251915,-0.553700337,-0.011797142,0.128429422,-0.054859078,-0.016043946,-0.253880556,-0.472428282,0.190549339,1.856930796,0.293601396,-0.011967891,0.012253964,0.118982567,-0.09251915,-0.082716705,0.04444913,0.357521866
b1874,-0.013666209,1.187145906,1.033106634,0.872854341,-0.013666209,-0.267446772,0.034515541,-0.183752669,0.468776952,0.155020971,0.429983875,-0.105058549,-0.549415455,0.079038535,-0.114022344,0.094783016,0.047271864,0.061865046,-0.013666209,0.141701696,0.108528364,0.283708677
b1875,0.007618755,0.156769134,0.138572194,0.314607798,0.007618755,-0.333582083,0.320859875,0.016979982,0.035527626,-0.184583473,-0.081966953,0.112167822,-0.078221251,-0.493134316,0.161727209,0.186928137,0.488928816,0.054422614,0.007618755,0.072602274,0.47258475,0.021196466
b1876,0.119906841,-0.191406207,-0.282735057,0.055531728,0.119906841,0.075871088,0.275598257,-0.084704173,-0.046600735,-0.522140056,-0.092744967,0.348271769,-0.511988414,-0.442046379,0.162419533,0.289348544,0.444611804,0.058557729,0.119906841,0.270606938,0.113168877,0.129759695
b1877,-0.188797546,0.380213219,0.743328464,0.328715179,-0.188797546,-0.106475111,0.442295278,0.570292987,-0.574776735,-0.015529402,-0.108590685,0.051268043,0.052294025,0.01226997,0.581922041,0.208772435,0.474304178,0.37179533,-0.188797546,-0.17745101,-0.233468213,0.317065879
b1878,0,0,0.741305958,0.852681214,0,3.171181829,2.592416888,2.265301591,1.356195943,0,1.714433627,2.990142793,0.815786581,0,0,0,0,0,0,0,0.818273621,0
b1879,-0.027552388,0.060232468,0.271185468,0.260974622,-0.027552388,3.044075656,2.46140078,2.12070243,1.236864022,-0.079281105,1.93358904,2.550017935,0.704544892,0.20289285,0.16193827,0.019280223,0.206468317,0.149501246,-0.027552388,0.135766852,0.100517758,0.120152454
b1880,0,0.330447963,0.318568014,0,0,3.940106113,3.649696024,3.161369883,2.125751897,0,2.837142342,3.33537466,1.668780682,0.342253627,0,0.423634298,0,0.39507479,0,0.385028498,0.359415528,0
b1881,-0.065988918,-0.012078725,0.118630891,0.089818502,-0.065988918,4.171459214,2.441917079,2.593014629,1.522383592,-0.106611164,2.52184594,3.528734128,1.564411696,0.309838724,0.304577918,-0.066782617,0.033589891,0.278233059,-0.065988918,0.05941298,0.170683013,-0.084114534
b1882,0.062217036,0.404755438,0.59227904,0.778361845,0.062217036,4.895916652,3.169246989,3.191191393,1.735445723,-0.07253168,1.942367431,4.190889951,2.120722284,-0.575996944,-0.114119428,0.175452466,0.208806032,0.295540248,0.062217036,0.568081607,0.356128249,0.045751314
b1883,-0.062398028,0.159760025,0.256909047,0.271646036,-0.062398028,4.654674654,2.765955819,3.120430887,1.824841344,0.015498456,3.070271456,3.861572939,1.876417971,0.534849615,0.171695626,0.019647202,0.238451898,0.309693063,-0.062398028,0.131746001,0.360098653,0.261390914
b1884,0,0.420504084,0.405992416,0.47840135,0,4.862716914,3.031183661,3.418262084,1.933001577,0,2.943818023,4.169937766,2.263990022,0.434887499,0,0,0,0.498800473,0,0.48669875,0.455731275,0.472964644
b1885,0.003708462,-0.034930887,-0.044174185,0.002428905,0.003708462,5.027266226,3.031214779,3.525186407,2.197089931,-0.034118284,3.212915394,4.14583157,2.397556314,0.347757911,0.022992898,0.03840335,0.049148131,0.015773896,0.003708462,0.007845657,-0.012290918,-0.001111843
b1886,0.005971118,-0.055226486,-0.070075085,0.003966351,0.005971118,5.916712772,4.133711081,4.34012034,3.01773162,-0.05392507,4.060685968,4.977541477,3.265465672,0.50259053,0.036011715,0.05978932,0.076251787,0.024803988,0.005971118,-0.206737875,-0.019201899,-0.001588776
b1887,-0.089202717,0.16732673,0.280666488,0.024695453,-0.089202717,5.128157952,3.038606626,3.635756573,2.504787078,0.170686807,3.230197622,4.393490998,2.642781685,0.49107407,0.096921345,-0.108089267,0.063119435,0.274610629,-0.089202717,0.044085942,0.257901819,0.117598887
b1888,0.036172585,-0.034433442,0.072558513,0.033870001,0.036172585,5.093525987,3.355606376,3.665369955,2.506955253,-0.17911255,3.356385036,4.465370752,2.517232875,0.331238448,0.070594796,0.097735345,-0.061922172,0.057769959,0.036172585,0.043601479,0.007209735,0.027486045
b1889,0.008413575,0.143781507,-0.097300464,0.005666088,0.008413575,5.491039222,3.911508541,4.035873038,2.751354941,-0.074584171,3.697279514,4.752348494,2.640422129,0.758383832,0.049343447,0.081430992,-0.23630123,0.034125091,0.008413575,0.017269572,-0.02623562,-0.001957786
b1890,0.005715678,-0.052969328,0.215620001,0.003790905,0.005715678,5.64423896,4.182566437,4.274978474,2.738067214,-0.051722892,3.631873687,4.750944171,3.043229331,0.672561444,0.034575857,0.057443012,0.073287217,0.023804549,0.005715678,0.011930579,-0.018441628,-0.001541755
b1891,0.327500895,-0.658071061,-0.416411582,-0.414353533,0.327500895,2.459138907,1.780526734,1.75956035,1.103345367,-1.045322164,1.284998344,1.633866804,0.212502804,-0.262450136,0.062819478,0.741961626,0.704942355,0.218884639,0.327500895,0.343177668,-0.068272168,0.630321088
b1892,0.198381683,-0.349164473,-0.263083319,-0.267517395,0.198381683,2.362451326,1.915315684,1.586711534,0.961318508,-0.866655968,1.200462436,1.507958975,-0.073431215,-0.01800273,0.271510921,0.70805294,0.573459658,0.489422304,0.198381683,0.259562393,0.222685888,0.589949382
b1893,-0.182743292,0.122437439,0.584551947,0.228007096,-0.182743292,-0.120426973,0.323579803,0.570775722,-0.14997147,-0.262396712,-0.122043918,0.469515271,-0.21823918,0.14913993,0.810626589,0.857865482,0.656278993,0.559935676,-0.182743292,0.24273743,0.187266603,0.218303531
b1894,-0.106424509,-0.121191811,-0.054975865,0.185981314,-0.106424509,0.307972986,0.725214753,0.824554714,0.032612307,-0.348689407,0.343886781,0.372273499,-0.175785673,-0.255490128,0.667962934,0.519708358,0.665937659,0.58599027,-0.106424509,-0.173485305,0.043437145,-0.000594005
b1895,-0.052107568,-0.202756624,-0.171893418,0.040657801,-0.052107568,0.025406466,0.42442129,0.868999681,-0.127506422,-0.237840184,-0.687982169,-0.558734202,-0.30438603,-0.703502034,0.394162889,0.165533379,0.29409829,0.330522121,-0.052107568,-0.075080252,0.496601923,1.239959523
b1896,0.053057669,0.449181863,0.097872387,0.317709679,0.053057669,-1.113417339,-1.812292385,-2.049229828,-0.161927385,0.461245729,-0.209505466,-0.144924519,0.012156582,-0.280170485,-0.620418736,-0.53297843,-1.148632572,-0.279492245,0.053057669,0.304927648,-0.699595873,-1.18220853
b1897,0.024539278,0.406125463,0.260694039,0.322782876,0.024539278,-1.319933756,-1.777168144,-2.052016003,-0.137150987,0.480572527,-0.287595374,-0.156871434,0.268745776,-0.203130729,-0.554190361,-0.675192898,-1.203835175,-0.461907966,0.024539278,0.324499759,-0.613489006,-1.001393394
b1900,-0.09598622,0.107382551,0.148969111,-0.161371948,-0.09598622,-0.059364349,-0.436351433,-0.400690215,-0.317640757,0.262636988,-0.199584431,-0.279839608,0.26952327,0.183546141,0.025321672,-0.436560292,-0.407010921,0.10874397,-0.09598622,-0.024449153,-0.093427556,-0.112168738
b1901,-0.082169124,0.049299767,0.345145089,0.144768216,-0.082169124,0.416874443,-0.011167488,-0.049757439,-0.049129931,0.051436764,-0.0209814,0.104319129,0.441561632,0.403608414,0.195070606,-0.011318397,0.010118714,0.177581631,-0.082169124,-0.073584166,0.107812015,0.321614156
b1902,-0.140526707,-0.225455167,-0.379201001,-0.107683383,-0.140526707,-0.066032701,0.369425054,0.614235153,-0.005454857,0.082405845,-0.293613764,0.01345325,0.317582356,0.784497849,0.339174276,0.164546462,0.169126112,0.540857756,-0.140526707,0.051705902,0.251338783,0.344282022
b1904,-0.010820558,0.178253832,0.571254959,0.309356281,-0.010820558,5.17780884,4.972885219,4.717989208,3.092603601,-0.591458905,3.415541851,4.095165016,2.204501266,0.806794309,0.62392058,0.425123187,0.123024688,0.35338734,-0.010820558,0.00187049,0.259156549,-0.025745642
b1905,0.007119547,0.437829966,0.445621588,0.34311889,0.007119547,0.759034952,0.675148994,0.291641861,0.317527514,-0.334836329,0.191608867,0.418383877,-0.336407597,-0.416960118,0.313477689,0.345267711,0.331330135,0.022511223,0.007119547,-0.122151794,-0.100687528,0.372356531
b1906,-0.122041114,0.69345585,0.791157293,0.713569469,-0.122041114,-0.622621328,0.532342367,-0.061872415,0.191569831,0.207969457,-0.131887948,-0.220868676,0.186244864,0.312717554,0.158153884,-0.25388468,0.045170393,0.13098974,-0.122041114,0.271556845,0.019853963,-0.329578862
b1907,-0.352867706,-0.281526737,-0.049490736,0.637323282,-0.352867706,-0.791102096,0.418003665,-0.317359243,0.542298338,-0.139887227,1.466112773,1.861159252,-0.22374824,0.008610411,1.198490345,0.823257536,1.145757377,-0.148946488,-0.352867706,0.108806131,-0.389759126,0.815383003
b1908,-0.054119541,-0.008997969,-0.066547243,0.023041147,-0.054119541,-0.140182248,0.262138797,0.186205606,-0.281058709,0.093826126,-0.314823649,-0.020745167,0.290990867,0.809827435,0.068532498,-0.187650508,0.091118465,0.058383097,-0.054119541,-0.114078122,0.054266293,-0.502876816
b1912,0.001258082,0.098262702,-0.054742515,0.23219326,0.001258082,0.150770901,0.279937354,0.377172658,0.052877714,-0.143160516,0.163476068,0.142043511,-0.18369828,-0.492258821,0.13938627,0.206605434,0.250081028,0.064801675,0.001258082,0.001252858,0.123372497,0.024401397
b1913,0.125183344,-0.03248266,-0.335838443,0.246896099,0.125183344,0.134590957,0.001612841,0.038882496,0.108766754,-0.187063221,-0.151037881,0.395826209,-0.206767076,-0.449267541,-0.18848681,0.077695417,0.185659288,0.025453203,0.125183344,0.14101213,-0.20257484,-0.242198765
b1914,0.045560869,0.316529252,0.149796103,0.512902081,0.045560869,-0.057479277,0.234953579,0.16485784,0.01224866,-0.240996993,-0.341184451,0.135103602,0.168061511,0.476805817,0.104314386,0.113476139,0.314645254,0.367921215,0.045560869,0.120432304,0.278648275,0.011207233
b1915,0.028687296,-0.451304371,0.098755183,0.48413597,0.028687296,-0.218466716,0.612092833,0.082988937,0.084028671,-0.960117379,0.130237299,0.326772255,-0.898268254,-0.418077534,0.87405549,0.782612152,1.092603011,0.847831195,0.028687296,0.944945539,1.33150326,0.784456991
b1916,-0.145010006,-0.049959058,0.101446325,0.000912284,-0.145010006,-0.769249709,-0.512747874,-0.282469617,-0.242314592,0.300494783,-0.172426018,-0.07844041,0.408071739,0.363912357,0.134535235,-0.118291145,-0.062531014,0.299969278,-0.145010006,0.063369925,0.446821664,0.014457734
b1917,-0.034948743,0.428697078,0.82209006,0.683831366,-0.034948743,0.321461605,0.424768918,0.327420212,0.584183646,-0.111736135,0.28711149,0.560308155,0.310438895,0.549291846,0.216582364,0.304028513,0.56942262,1.016420268,-0.034948743,0.604629671,1.222960051,0.41004543
b1918,-0.11139015,0.055995692,0.316167614,0.139151965,-0.11139015,-0.029169063,0.042000852,0.085553594,0.134489652,0.106727551,0.148034418,0.184003121,0.219680599,0.593343814,0.227442898,0.030692787,0.287392203,0.495835261,-0.11139015,0.251761537,1.078453824,0.150638179
b1919,-0.053940926,0.129854676,0.364272587,0.245444391,-0.053940926,0.062558778,0.120895608,0.201871496,0.1593464,0.090768596,-0.136681655,0.35457907,0.484867021,0.16547954,0.071054183,-0.024526006,0.260186356,0.454371789,-0.053940926,0.266901624,1.030320626,0.14565676
b1920,-0.155880968,0.022681618,0.362143717,0.313228405,-0.155880968,0.823908777,0.250610698,0.160823496,0.240404073,0.086003733,0.237523695,0.565902935,0.505168035,0.679951201,0.381639171,0.52460059,0.601661487,0.906250742,-0.155880968,0.643922915,1.412191595,0.411781637
b1921,-0.071591778,-0.076294206,0.015028126,-0.163364619,-0.071591778,5.01403352,3.627989148,3.606126996,2.511986573,0.059797952,3.406151026,4.046358436,2.522240298,0.412992335,0.154977383,0.344324824,0.005380548,0.128232842,-0.071591778,-0.05577629,-0.093924706,-0.090255207
b1922,0.178640297,-0.437183792,-0.329789528,-0.167619563,0.178640297,6.408519447,5.472468287,5.245769716,3.944894859,-0.434378315,4.703982346,5.537457188,4.090515905,1.13603648,-0.101542576,0.758001982,0.423134601,0.00410346,0.178640297,0.091235988,0.213010848,0.161702125
b1923,-0.006590546,0.374712529,0.598303013,0.383833575,-0.006590546,6.534016478,4.547147466,4.348505269,3.537507984,0.078268824,4.387927279,5.479788737,3.609298917,0.710549522,-0.058497185,0.034369535,-0.062178895,0.072918787,-0.006590546,0.147444088,0.072724471,-0.101363634
b1924,-0.118610818,0.139774973,0.30002946,0.068496315,-0.118610818,5.416058904,3.587088937,3.206976652,2.324050465,-0.005857327,3.62578181,4.254294968,2.102264004,0.506095957,0.361689781,-0.043784222,-0.009123494,0.247703827,-0.118610818,-0.147207814,-0.176915595,0.122835582
b1925,0.103575907,0.510037612,0.659200832,0.642289374,0.103575907,5.233979667,3.529730257,3.147678129,2.270009975,-0.010255834,3.200326493,4.242078659,1.709856364,0.314257451,-0.300471888,0.200999221,-0.243480945,0.138154235,0.103575907,0.424667053,0.591667422,0.3960215
b1926,0.01353074,0.114218167,0.266259892,0.249043636,0.01353074,4.645343839,3.06965976,2.675032907,1.749159967,-0.11583051,2.665321319,3.569243719,1.011838612,0.148698162,0.075238292,-0.202381679,-0.172582946,0.052443669,0.01353074,-0.290411305,0.197477304,-0.002313444
b1927,0.021391643,-0.243888794,-0.471562133,-0.513852468,0.021391643,-0.169871813,-1.121483772,-1.355252176,0.070860193,0.517622128,0.010228413,0.331534477,0.330782552,-0.273827951,-0.581797058,-0.411749736,-0.868065189,-0.671010127,0.021391643,-0.012768436,-0.833071144,-0.592425962
b1928,-0.074077501,-0.234310457,-0.275743864,0.055423168,-0.074077501,-0.034131556,0.5115341,0.239417183,0.089824938,-0.161535698,0.203900069,0.53427788,0.110222508,-0.125031685,0.383768201,0.09059787,0.526107804,0.280069189,-0.074077501,-0.022631108,0.269394825,-0.167717946
b1929,0.235673779,-0.821890903,-0.992664908,-0.266439072,0.235673779,0.347077768,0.594880413,-0.046465741,0.092133386,-1.113535462,0.00277548,0.206625683,-0.809566284,-1.001504364,0.406514125,0.530065036,0.871706916,0.356205805,0.235673779,0.016472826,0.06387816,0.015595378
b1930,0.030131167,-0.446825317,-0.480723683,-0.317642164,0.030131167,0.133842602,0.405911018,-0.26254226,-0.261566404,-0.443884733,0.131204586,-0.032145924,-0.370742932,-0.413858322,0.353491232,0.405660948,0.817762852,0.328373317,0.030131167,0.044559549,0.226163803,-0.329391524
b1931,-0.073888424,0.244082584,0.202007223,-0.002342492,-0.073888424,-1.093033258,-1.211766075,-1.350354604,-0.396474067,0.395746258,-0.346073105,-0.163818023,0.419864159,0.167550239,-0.174080986,-0.676072541,-0.926032629,-0.047545173,-0.073888424,0.037102516,-0.491834439,-1.05130733
b1932,0.371134402,-0.011309532,0.065020172,0.099497015,0.371134402,0.302154897,-0.978315741,-0.904710066,-0.410738397,-0.544941986,0.69385749,0.661947471,-0.614874826,-0.951046393,-0.568461221,-0.015462155,-0.577148468,-0.594004029,0.371134402,-0.126154428,-0.698059012,-0.857936966
b1937,0.010081041,0.372467642,0.653065979,0.819468151,0.010081041,3.58556373,2.992842119,2.629936558,1.488309132,-0.088306242,2.264832657,2.895484106,0.44364634,0.403266925,0.05806312,0.095448184,0.121039691,0.040262068,0.010081041,0.510272763,-0.030809349,-0.002131787
b1938,0.138547995,-0.116065964,-0.125058143,-0.079698442,0.138547995,4.64267315,3.555164317,3.507076186,2.457554099,-0.355978568,3.507949421,3.992558815,1.999203518,0.257985802,-0.059665418,0.192424013,-0.034170327,-0.066699233,0.138547995,-0.074422586,-0.094031612,-0.083146689
b1939,0.099907396,0.001505324,-0.231582223,0.09674064,0.099907396,4.559616921,3.381552842,3.480782568,2.401885753,-0.209701114,3.464274224,3.975284071,1.777842146,0.60249762,-0.090021074,0.183596125,-0.037573435,-0.104744804,0.099907396,0.110105831,-0.163070407,-0.139625414
b1940,0.006741223,0.271547221,-0.078735995,0.004498022,0.006741223,4.656676248,3.372323003,3.635475799,2.543296151,-0.060515075,3.371827002,4.254672254,1.700625043,0.548812068,0.040291406,0.451254619,0.476073365,0.397801585,0.006741223,0.013979435,-0.021464904,0.35680339
b1941,0.004177146,-0.039192572,-0.049598239,0.002744201,0.004177146,4.462215236,3.067931573,3.417249719,2.463764212,-0.038278359,3.553666778,4.241013261,1.781729187,-0.028836841,0.02574692,0.309967837,0.054924111,0.017678184,0.004177146,0.00880879,-0.013756085,-0.001222146
b1942,0.199262052,-0.281579722,-0.315831993,0.036674965,0.199262052,4.460703168,3.071010178,3.348075989,2.430795048,-0.278609005,3.502658967,4.355809285,1.94198485,-0.766474923,-0.31917715,0.316638406,-0.003179768,-0.341138944,0.199262052,-0.133204451,-0.201104774,0.024390347
b1943,0.100131627,-0.239257675,-0.392662259,-0.123730158,0.100131627,4.540262353,2.967027829,3.380211405,2.412309378,-0.236645762,3.639621073,4.179189956,1.690307831,-0.097517716,-0.063749118,0.471995181,0.009313182,-0.084537541,0.100131627,0.008843106,-0.168177871,-0.134301821
b1944,0.231379917,-0.358893306,-0.596796997,-0.124791587,0.231379917,5.33627956,5.128731195,4.996040366,3.750376963,-0.55563764,4.198670039,4.86184948,2.922201782,0.747063357,-0.138502112,0.747708843,0.332863285,-0.075822093,0.231379917,-0.023757451,-0.100461025,-0.057343713
b1945,0.079003891,-0.322335609,-0.349635979,-0.060197636,0.079003891,4.975519895,4.355870514,4.262534415,3.352879868,-0.49507422,3.803743585,4.608910702,2.162604805,0.538299286,0.258062546,0.683968485,0.335489434,0.235969174,0.079003891,-0.044450041,-0.257461643,-0.070580128
b1946,0.304632121,-0.24905458,-0.572855429,-0.124249297,0.304632121,5.376186573,4.517274234,4.486336337,3.574299329,-0.541138298,4.034711042,4.953891678,2.502485005,-0.941409152,-0.372758065,0.582537283,0.259921059,-0.082162605,0.304632121,0.128473936,-0.474550338,0.09831563
b1947,0.195520104,-0.364237102,0.044937273,0.191689402,0.195520104,4.569642793,4.045523963,4.044497809,2.949519477,-0.362192709,3.698866104,4.356546217,1.680884035,0.412179961,-0.224367604,0.295869193,-0.164719219,-0.241191387,0.195520104,0.207839567,0.14690027,0.181037914
b1948,0.121307954,0.055443474,0.039415378,0.119155121,0.121307954,3.892514312,3.258795951,3.324745555,2.041210912,0.05684737,2.63242718,3.874268051,1.050189925,-0.420771231,-0.420771231,0.178984306,-0.420771231,-0.420771231,0.121307954,0.128255895,-0.420771231,0.113188041
b1949,-0.03820541,0.284323582,0.33387147,0.224952642,-0.03820541,3.651283367,2.860863197,3.059396888,1.968964812,-0.186187254,2.899421424,3.487505194,0.762200437,-0.51462076,0.300803485,0.228994015,0.265339284,0.386079126,-0.03820541,-0.022959627,0.278648446,0.086563046
b1950,0,0,0.437375487,0.51408445,0,2.454709903,1.728083642,1.796763823,0.891532673,0,1.394217652,2.584895207,0,0,0,0,0,0,0,0,0,0
b1951,-0.239202053,0.304042801,0.286295892,0.374293658,-0.239202053,1.115007601,0.439995416,0.405511591,0.406071192,0.3055958,0.82898356,0.977780528,0.711226402,1.149126774,0.412010358,-0.239202053,-0.239202053,0.398843377,-0.239202053,-0.239202053,-0.239202053,0.367733426
b1952,-0.061865179,0.032067818,0.359735733,0.109729898,-0.061865179,-0.610711885,-0.27704138,-0.345147639,-0.216183176,0.174605481,-0.052502062,0.159492717,0.124132189,1.175652972,0.010990058,-0.035471256,-0.240305744,0.238962258,-0.061865179,-0.045902357,-0.125448513,-0.182197186
b1953,-0.203025129,0.327833027,0.494260021,0.066840556,-0.203025129,-1.809773789,-2.290131322,-2.262489287,-0.848262625,0.431562,-0.583481239,-1.053421224,-0.049039693,0.638335464,0.177513388,-0.588240038,-1.512090698,0.20140989,-0.203025129,-0.21152262,-0.873032928,-1.481835641
b1955,-0.080928207,0.131069137,0.217820534,-0.05699011,-0.080928207,-1.283006022,-1.698653342,-1.685835846,-0.4940897,0.397003538,-0.596171899,-0.642988671,0.439984988,0.283653114,-0.154218917,-0.675607342,-1.307586865,-0.335411799,-0.080928207,-0.011887092,-0.686581953,-1.312538456
