,Expression WT,Expression dapF_parent,Expression dapF_sup_1-1,Expression dapF_sup_3-1,Expression WT 2,Expression dgk_parent,Expression dgk_sup_1-1,Expression dgk_sup_2-1,Expression dgk_sup_3-1,Expression WT 3,Expression entC_parent,Expression entC_sup_1-1,Expression entC_sup_2-1,Expression entC_sup_3-1,Expression WT 4,Expression ppk,Expression ppk_sup_1-1,Expression ppk_sup_1-2,Expression WT 5,Expression zwf_parent,Expression zwf_sup_1-1,Expression zwf_sup_1-2
b0097,0.111931463,-0.176507529,-0.330480682,0.183145658,0.111931463,0.390362564,0.579582316,0.781319506,0.395199248,-0.51873334,0.146060706,0.550646827,-0.319191335,-1.197635876,0.182938952,0.464257285,0.583738327,0.321455416,0.111931463,0.179182671,0.21161363,0.46317641
b0098,0.080406289,-0.228625513,-0.222135021,-0.048439778,0.080406289,0.242678809,0.348401909,0.421408212,-0.093370004,-0.450700623,0.085051565,0.385015665,-0.378026744,-0.440196391,0.209481755,0.318607028,0.482610905,0.029800646,0.080406289,0.137050419,0.233112644,0.361398781
b0099,-0.111663892,-0.419093099,-0.342658069,-0.263013056,-0.111663892,0.132028157,0.730304239,1.147835892,0.101476051,-0.4154922,0.129093039,0.216386884,-0.029487585,0.183041049,0.750483874,0.58619424,0.905827913,0.604759653,-0.111663892,-0.151470488,0.358425564,0.605658821
b0101,-0.011760607,-0.011037223,-0.077368115,0.023729167,-0.011760607,0.048813586,0.4276594,0.226542729,-0.114103933,-0.145181769,-0.112383459,0.122197095,-0.349387594,0.259256022,0.180463589,0.199975514,0.38099372,0.372679125,-0.011760607,0.018403475,-0.010540849,-0.003916731
b0102,-0.01079351,-0.143211451,-0.289927143,0.004452642,-0.01079351,0.105639555,0.397120409,0.228406008,-0.034561017,-0.100597328,-0.236871095,0.113594633,-0.1546137,-0.196275427,0.132977857,0.150484255,0.345370202,0.312651149,-0.01079351,0.055566288,0.04034893,0.067681733
b0103,-0.069635051,-0.178421564,-0.230055663,-0.032828707,-0.069635051,-0.117509422,0.378446348,0.310937679,-0.150110604,-0.080404089,-0.220828109,-0.217531901,-0.079604132,0.153350695,0.289309241,0.228654809,0.413167828,0.35077102,-0.069635051,-0.169113338,0.214467155,0.147156104
b0104,0.057753635,-0.970450529,-1.028329704,-0.49144867,0.057753635,0.208684031,0.160564372,-0.702407646,0.350140164,-0.563149638,0.466403694,0.601678008,-0.170303431,-0.791401268,0.389888735,0.647124948,0.663036955,0.191828369,0.057753635,0.16749427,-0.09480563,-0.435675201
b0106,-0.020086731,-0.122375399,-0.010478616,-0.023372476,-0.020086731,0.056847167,0.221316462,0.170840886,0.020512466,-0.120155393,0.05486494,0.205358764,-0.233413731,0.044373363,0.180415585,0.066609088,0.092576986,0.160985727,-0.020086731,-0.009507742,0.083085602,0.114582756
b0107,-0.046213812,-0.075194109,-0.032474099,0.01233649,-0.046213812,0.062278136,0.641041517,0.679347647,0.134878924,-0.192922567,-0.160920604,-0.095521004,-0.177516539,-0.009214938,0.331564004,0.04223186,0.422142518,0.440559779,-0.046213812,-0.134384119,0.354009997,-0.031956746
b0108,-0.08096137,-0.167884677,-0.189321919,-0.083774073,-0.08096137,-0.014730236,0.450829421,-0.046760023,-0.046098467,-0.16601249,-0.01644552,0.115037217,0.60298306,0.56193912,0.408896602,0.450628341,0.016265738,0.388961147,-0.08096137,-0.071896405,0.308929534,0.341309101
b0109,0.118447807,-0.288410792,-0.509289947,0.140077382,0.118447807,0.325892467,0.406573296,0.257654086,0.180645352,-0.337892491,0.125016945,0.414384007,0.069003988,-0.84313478,-0.01745093,0.321645886,0.456118271,0.019948313,0.118447807,0.020092416,0.0118683,-0.030785406
b0110,-0.083718114,-0.446246799,-0.604843949,-0.410343177,-0.083718114,-0.134749769,0.179670403,0.155851619,0.041840263,-0.062227184,0.402449524,-0.039569095,-0.199724718,-0.158206895,0.313381527,0.283480308,0.310017268,0.271167996,-0.083718114,-0.315709596,0.020379582,-0.138746956
b0111,0.03919276,-0.162975677,-0.2555733,0.034464505,0.03919276,0.29161804,0.259939319,0.238987113,0.14704755,-0.059021507,-0.223923132,0.29572677,0.159412424,0.300380305,-0.058556774,0.052872412,0.295793316,0.180466354,0.03919276,0.104171507,0.120470796,-0.086092521
b0112,0.429772126,-1.317812312,-1.215490125,-1.083343342,0.429772126,0.670253981,0.276064878,0.710094274,0.569958661,-1.314673887,-0.931011541,-0.604227327,-1.236805404,-1.388410404,0.025357508,0.3289557,0.18200647,0.356419016,0.429772126,-0.456990248,-0.350604921,-0.116290645
b0113,-0.133844644,0.090814233,-0.017471377,0.46098545,-0.133844644,-0.045238206,-0.244458208,-0.289167403,0.069111267,-0.217002188,0.106669251,0.305675594,-0.181639369,0.186281689,0.618536119,0.049826867,0.231416597,0.293390016,-0.133844644,-0.122602488,-0.531593818,0.399460739
b0114,0.014287324,0.161292461,0.06416634,0.515126878,0.014287324,0.27759422,0.197933824,0.143587592,0.588233795,-0.141926651,-0.064517888,0.197348222,0.15434638,-0.402573324,0.099064678,0.071021696,0.078150683,-0.011198238,0.014287324,0.300420363,-0.07456248,0.601455695
b0115,0.030567315,0.347482578,0.204319732,0.708254533,0.030567315,0.506946053,0.55726616,0.35070516,0.768359333,-0.07484456,0.098755789,0.36055182,0.167301994,-0.420680946,-0.016857386,0.127719376,0.146531328,0.055145366,0.030567315,0.461528603,-0.091430298,0.45940965
b0116,0.043882623,-0.007140659,-0.144565176,0.299156366,0.043882623,0.084523666,-0.0596485,0.125775036,-0.097599173,-0.071552322,-0.05147607,0.223984273,-0.378883246,-0.350120873,-0.060095547,-0.107783705,0.035217912,-0.173984494,0.043882623,0.085355406,-0.205836942,0.071770597
b0117,-0.092357258,0.034387071,0.061404233,-0.053245303,-0.092357258,-0.514575482,-0.23597465,-0.35365223,-0.183591634,0.21931333,0.005670743,-0.130867596,0.010512403,0.195506272,0.057758446,-0.236199609,-0.204407892,0.07407229,-0.092357258,-0.034777105,-0.147742701,0.126985935
b0118,0.116356705,0.102614028,-0.39108136,0.369919402,0.116356705,0.045242583,-0.563264786,-0.35114792,-0.449440658,-0.193949697,0.305561802,0.370274641,-0.616123341,-0.411661925,-0.155120418,-0.28194351,-0.2005494,-0.177614844,0.116356705,0.180654913,-0.311856974,-0.49327195
b0119,-0.220675705,-0.134300005,-0.399206624,-0.446498836,-0.220675705,-0.455753307,-0.316332047,-0.153388994,-0.106918743,0.155027132,-0.111898223,-0.364549295,-0.191076916,1.632438151,0.506999983,-0.11806326,-0.147909126,0.457878317,-0.220675705,-0.354809458,-0.197236373,-0.793792999
b0120,0.268436748,-0.987659491,-1.791069153,-0.539487671,0.268436748,0.342889516,0.036917702,0.098669115,-0.005290607,-0.98740217,0.233797127,0.087846015,-1.450526171,-2.118198979,0.182091926,0.501278014,0.580520716,0.000152836,0.268436748,0.024221445,0.148420276,-0.106968668
b0121,0.314434997,-0.857928017,-1.475701652,-0.428407885,0.314434997,0.342690513,0.096976947,0.029403206,-0.084041269,-0.993349255,0.127536781,0.214960022,-1.295372097,-2.148641494,0.050044262,0.302103539,0.560839623,-0.050328561,0.314434997,0.077505364,0.186831562,-0.034174196
b0122,0.006432228,0.368427603,0.517252222,0.621207025,0.006432228,0.129558984,0.808192126,0.417509058,-0.060019396,-0.30885568,-0.052909298,0.448644783,-0.161903664,-0.822671662,0.289558997,0.424175919,0.553647091,-0.002737294,0.006432228,0.039278201,0.493202368,0.259882083
b0123,-0.045059203,-0.408215772,-0.226419038,-0.090531862,-0.045059203,0.400973002,0.871392877,0.319791683,0.688647579,-0.226371698,0.941955795,0.659003686,0.814080778,1.151148278,0.361549308,0.072939809,0.223272306,-0.087028197,-0.045059203,-0.071490583,0.260145919,0.014753767
b0124,-0.029053892,0.2185113,-0.025978443,-0.055619496,-0.029053892,-1.560255049,-2.011349328,-1.408931986,-0.829955083,0.627118963,-0.079989616,0.205404009,-0.015316754,0.511611721,-0.539957286,-1.154085768,-1.478087981,-0.423573576,-0.029053892,-0.158423706,-0.498911068,-0.97572214
b0125,0.013153608,-0.022471274,0.133586882,0.155671763,0.013153608,-0.003786872,0.292490284,0.241322774,-0.020021919,-0.080569708,-0.307940501,-0.040839371,0.091126719,0.067104382,0.041108882,0.036365234,0.330497185,0.136820462,0.013153608,0.018059978,0.232635701,-0.152683475
b0126,0.108670025,0.51168958,0.43193217,0.694054255,0.108670025,-0.155565998,-0.033414318,-0.068836001,0.142532927,-0.195990207,0.267834989,0.303425375,-0.440073198,-0.991779554,-0.130019869,0.113763405,-0.095849893,-0.397431088,0.108670025,0.007316669,0.033087573,0.009272702
b0127,-0.023374733,0.01935055,0.237499548,0.059222249,-0.023374733,-0.265485743,0.101574964,0.011101733,-0.221632763,0.038838413,-0.296982161,-0.249633981,0.301872108,0.36509741,0.031285788,-0.205188463,-0.06485849,0.036739582,-0.023374733,-0.007038041,0.06856667,-0.1033787
b0128,-0.001371745,0.063681152,0.200408053,0.211477045,-0.001371745,-0.25983675,0.057104121,0.11435954,-0.146400168,0.067076828,-0.355186675,-0.266429306,0.151056696,0.496683367,-0.062961592,-0.246857589,-0.12717981,-0.088039977,-0.001371745,-0.049097683,-0.00262508,-0.081745435
b0129,-0.102016942,0.117921467,0.508546816,0.185685988,-0.102016942,0.458015685,0.727870822,0.601769315,0.160366899,-0.247232381,-0.257094859,0.080989342,-0.284886912,0.482927373,0.553283208,0.39623554,0.578934218,0.70087809,-0.102016942,0.020410583,0.2848475,0.52446488
b0130,-0.133153988,0.143787389,0.255019339,0.274650565,-0.133153988,-0.161257915,0.406385667,0.177724546,0.101231946,-0.108595291,-0.058894275,0.076386032,0.124750701,0.335167323,0.508057253,0.139686239,0.330497318,0.444541406,-0.133153988,-0.055864616,0.151692523,0.217855393
b0131,-0.023305834,-0.200520832,-0.336142422,0.072693545,-0.023305834,-0.216016637,0.016583742,-0.443402708,-0.040395459,-0.323018547,-0.06701398,-0.003007343,-0.605404092,-0.236712934,0.39293605,0.527376585,0.436439712,-0.005746066,-0.023305834,0.162036111,0.00453084,0.124946483
b0132,-0.040845628,0.089607586,0.160767982,0.216198317,-0.040845628,0.04852352,0.328656269,0.146659865,0.147589528,-0.158859087,-0.120373656,0.042810591,0.043856213,0.566702263,0.281395972,0.059785532,0.360371068,0.258837927,-0.040845628,0.111149004,0.167659008,0.083079284
b0133,-0.010170615,-0.064808846,-0.197644283,-0.024090778,-0.010170615,0.157837622,0.268339736,0.093806083,0.086494248,-0.195949106,-0.079979592,0.09230537,-0.220959169,0.122365357,0.226460951,0.229275511,0.379643613,0.096634364,-0.010170615,0.006121923,0.116370612,0.005187578
b0134,-0.046107556,-0.176068164,-0.380124253,-0.164222691,-0.046107556,0.246638165,0.525435931,0.172292978,0.081036911,-0.299256237,-0.027110976,0.137526568,-0.151369503,-0.147498885,0.437578905,0.291690487,0.583440408,0.209652189,-0.046107556,-0.030800318,0.212599431,0.211497079
b0135,-0.279828362,0.096039933,0.306585435,-0.029207731,-0.279828362,-0.693171452,-0.175400926,-0.334965189,-0.449242891,0.153995085,-0.294102054,-0.243995854,0.11796353,0.423812049,0.685490001,0.005966226,-0.049137707,0.439284109,-0.279828362,-0.482991749,-0.156015058,-0.118706468
b0136,-0.140084778,0.452051014,0.665321632,0.408235545,-0.140084778,-0.32530666,-0.312858807,0.030319382,-0.085660219,-0.062274122,0.18292153,0.274159162,0.111173253,0.490283609,0.482528455,0.381379329,0.233661404,0.589795163,-0.140084778,0.094708712,0.115149839,0.321714473
b0137,-0.098717566,0.060756442,0.405713333,0.173963641,-0.098717566,-0.425141634,-0.417707016,-0.452712588,-0.058213918,0.063312943,-0.426621241,0.126243103,0.127211564,-0.175833595,0.232839756,-0.417844151,-0.398344851,0.212426938,-0.098717566,0.189692668,-0.140184454,0.163593552
b0138,-0.043001246,0.330330742,0.470142761,0.234938334,-0.043001246,-0.377988882,-0.370325554,-0.00240385,-0.405837207,0.12232822,0.03336737,0.186399738,0.187385198,0.148971879,0.006675518,0.045323898,-0.350375914,0.274032708,-0.043001246,0.250928417,-0.085403854,0.442931769
b0139,-0.058300511,0.053166381,0.35974935,0.096851969,-0.058300511,-0.037277451,-0.034473419,-0.047563017,-0.047352832,0.054119539,-0.24412297,-0.24412297,0.207587966,0.188453326,0.120781994,-0.034525258,-0.027109751,0.112390507,-0.058300511,-0.055479084,0.079672702,0.092723472
b0140,0,0.474677565,0.771958869,0,0,0,0,0,0,0,0,0,0.511604022,0.818133952,0,0,0,0,0,0,0.513390485,0.532280617
b0141,0,0.570850768,0.906213284,0.64365824,0,0,0,0,0,0,0,0.818836528,0,0.589040409,0,0,0,0,0,0.654005175,0,1.022845541
b0142,0.088758423,-0.706716017,-1.096894623,-0.223270353,0.088758423,0.845484335,0.316887199,0.340056216,0.14873444,-0.703405948,0.47552774,1.111410731,-1.134352341,-0.89226148,0.437130678,0.74128677,0.840018855,0.234948188,0.088758423,-0.202994703,-0.841460915,0.01588561
b0143,0.162890592,-0.701037899,-0.940503443,-0.153920662,0.162890592,0.646506187,0.459044441,0.134676665,-0.040152298,-0.745398619,0.216778128,0.76185682,-0.577533657,-0.803206588,0.256726842,0.573875097,0.666568654,0.145898302,0.162890592,0.110972415,-0.343698641,0.135785617
b0144,-0.018106366,-0.041531085,0.100515788,0.145940394,-0.018106366,-0.058943777,0.235255734,0.848654179,0.387647638,-0.311912112,0.176907869,0.709730309,0.412087161,-0.278263848,0.36623121,0.350382028,0.422638728,0.340053978,-0.018106366,0.241046832,-0.078563761,0.591148989
b0145,-0.074110886,-0.229618578,-0.318371874,-0.343160803,-0.074110886,-0.313647985,-0.229704883,-0.312814014,-0.006916836,0.101477654,-0.095769459,-0.223543216,-0.020327242,0.771963732,0.120855003,-0.052474377,0.025849907,0.316523268,-0.074110886,-0.199112726,0.01184505,-0.188915871
b0146,-0.01807489,-0.264016512,-0.350584137,-0.282808285,-0.01807489,-0.706582102,-0.722811685,-0.79138318,-0.165217326,0.450383925,-0.595644475,-0.061962147,0.662020577,0.428549053,-0.396159256,-0.605854525,-0.568465053,-0.381696212,-0.01807489,0.03773644,-0.242722316,-0.388048967
b0147,-0.016397082,-0.202927735,-0.428902799,0.124069822,-0.016397082,0.226947702,0.353781962,-0.099447657,-0.089691633,-0.449105837,0.287743517,0.315217407,-0.339515259,-0.593960407,0.498297082,0.629533952,0.593831338,0.214510143,-0.016397082,-0.030304519,-0.127588263,0.264855366
b0148,-0.003000416,-0.109417614,-0.135991599,0.130752937,-0.003000416,0.283393389,0.355140263,0.301160451,0.111609905,-0.179163634,-0.004808233,0.308420476,-0.204258448,0.108470092,0.188164882,0.229854431,0.323421618,0.168250211,-0.003000416,0.007981042,0.08830633,0.054707969
b0149,0.042182023,-0.134353707,-0.098464983,0.174721535,0.042182023,0.145051239,0.537199434,0.272686913,0.131341004,-0.352473672,0.340581024,0.300897099,-0.024769502,0.166136503,0.225927603,0.428668338,0.458405941,0.25913074,0.042182023,0.151725927,0.384588786,0.227163466
b0150,-0.069487337,-0.158058574,-0.103774222,0.013615544,-0.069487337,0.258828539,0.476908246,0.682330575,0.251140227,-0.243682042,-0.048906575,0.09272479,0.004289114,0.106220522,0.452144052,0.399257936,0.445454964,0.369207138,-0.069487337,-0.146854699,0.236663238,-0.008148944
b0151,0.109419586,-0.191609304,-0.284862428,0.104628203,0.109419586,0.571589682,0.405612761,0.611892003,0.551292934,-0.300948526,-0.113279736,0.556199747,-0.052971577,-0.465210919,-0.027310234,0.279220767,0.359524152,0.106013364,0.109419586,0.027055073,-0.156482415,-0.172954769
b0152,0.037951185,-0.52526483,-0.564806037,-0.231772449,0.037951185,0.619607443,0.354417962,0.564691309,0.628776124,-0.412536182,0.270393598,0.671528875,-0.362637506,-0.802106101,0.298682626,0.531189012,0.493871055,0.205366056,0.037951185,0.000631554,-0.395114583,-0.00688071
b0153,0.057904879,-0.380637263,-0.397776876,-0.053402999,0.057904879,0.6292146,0.244317628,0.370474461,0.448226164,-0.379136914,0.232155938,0.731376595,-0.3411236,-0.512547998,0.205422278,0.337022817,0.364574058,0.186972798,0.057904879,0.068119032,-0.205539027,0.045925215
b0154,-0.042011594,-0.315099762,-0.171996274,-0.335780786,-0.042011594,0.064100961,0.160065085,0.141791074,0.142956008,-0.078859932,-0.117842102,0.159632846,0.095274757,0.550207827,0.204894713,0.01865144,0.193121963,0.186219539,-0.042011594,-0.171714231,-0.071179169,-0.195211455
b0155,-0.06997408,-0.047751413,-0.165765138,-0.18886759,-0.06997408,-0.557727485,-0.648067601,-0.712989636,-0.253560878,0.385034965,0.126263097,0.174386652,0.304514323,0.217701566,-0.175112726,-0.363809172,-0.542158672,-0.099308892,-0.06997408,-0.001720218,-0.421119568,-0.426936613
b0156,-0.110431916,0.60910256,0.836186936,0.761846118,-0.110431916,-0.059605817,0.169500135,0.546511458,-0.409815141,0.152339097,-0.381578789,0.473576168,0.25322908,0.3077712,0.17895665,-0.097688159,0.221229474,0.22592112,-0.110431916,0.120607241,0.113266176,-0.212900294
b0157,0.133699343,-0.241009191,-0.266111818,0.129999515,0.133699343,0.440872345,0.230991306,0.178430165,0.179290794,-0.589506976,-0.066119217,0.384217482,-0.550186619,-0.573525983,0.188408947,0.452501125,0.483330894,0.385451405,0.133699343,-0.129685393,-0.181141215,-0.152376187
b0158,0.034218075,-0.549889492,-0.939962657,0.067813353,0.034218075,0.682330896,0.403865923,0.604499826,0.758384555,-0.743640512,0.44670378,0.7945619,-0.526707535,-0.640357389,0.640986288,0.826235122,0.843323217,0.517575322,0.034218075,0.2289251,-0.197491535,0.194670824
b0159,-0.037613358,0.220648265,0.287389653,0.336760243,-0.037613358,-0.002807266,0.269734049,0.31038369,0.20596656,-0.194741808,-0.100234347,0.121753884,-0.178584195,-0.279373023,0.307581882,0.260332643,0.408709403,0.048704364,-0.037613358,-0.160228981,0.196655487,-0.151500679
b0160,-0.030130143,-0.33439841,-0.507404619,-0.388086574,-0.030130143,-0.180278486,-0.03064822,-0.137178046,-0.330112484,0.215546544,-0.046623523,0.150560657,0.221627015,-0.216363095,-0.125156116,-0.119820574,0.045499451,-0.149583073,-0.030130143,-0.134005212,-0.24880042,-0.299745867
b0161,-0.080020721,-0.579776802,-0.133921704,-0.021028582,-0.080020721,-0.139320791,-0.124962535,-0.29267728,0.286362487,-0.077772269,0.297424307,0.380584602,-0.161072046,-0.253311675,0.317834432,0.304403125,0.278422041,-0.047364471,-0.080020721,-0.146723111,-0.240322925,0.114386926
b0162,0.004745031,-0.044314882,0.183883732,0.275589067,0.004745031,0.336244243,0.048467065,0.024555805,0.024941813,-0.043277817,0.042352876,0.122098405,-0.016842911,0.422603339,0.029042725,0.048372876,0.363637038,0.019961289,0.004745031,0.009968039,-0.015507281,0.268764006
b0163,-0.151575845,0.308590712,-0.119675427,-0.415193405,-0.151575845,-0.802750503,-0.519999623,-0.318344847,-0.188635646,0.385692395,-0.469675653,-0.578137376,0.558238508,0.717505469,0.06903514,-0.437603923,-0.39917036,0.186308674,-0.151575845,-0.283174689,-0.322204568,-0.492906636
b0164,-0.189081257,-0.257432412,0.064556602,-0.367363257,-0.189081257,0.195618449,0.607796884,0.967144724,0.25999859,-0.329440377,0.129831093,0.1887935,-0.03765757,-0.151120646,0.89668415,0.209050526,0.831237854,0.442065649,-0.189081257,-0.348823155,0.028325718,0.649654453
b0166,-0.002968744,0.184606451,0.247805457,0.428540437,-0.002968744,0.262269057,0.547592399,0.786930593,0.266276506,-0.465643285,0.339272565,0.324380055,-0.070438681,-0.825361102,0.474549516,0.102773875,0.655482313,0.033987933,-0.002968744,-0.065136326,0.414030929,0.693190809
b0167,-0.046625793,0.084715092,-0.277955433,-0.068608008,-0.046625793,-0.212037103,0.080850962,0.313664685,0.080250664,0.153535623,-0.162884812,-0.282534333,0.004101535,0.157378414,-0.013658243,-0.22937486,0.008091917,0.211332844,-0.046625793,-0.078505389,-0.081671135,-0.396743735
b0168,0.164564943,0.96393947,1.126876945,1.238336552,0.164564943,0.237653951,0.701702048,0.289512941,0.269883369,-0.420090283,-0.138598653,0.391704443,-0.078215349,-0.614300073,-0.073604545,0.288829775,0.511841154,0.10687845,0.164564943,0.086569496,0.444654345,0.259618385
b0169,0.205518004,-0.431410725,-0.232554748,0.13947587,0.205518004,0.743171014,0.455928301,0.225730519,0.41703152,-0.780997204,0.091767342,0.211859711,-0.663727324,-0.034291767,0.164443192,0.513963468,0.514992747,0.307259266,0.205518004,0.210116406,0.267907175,0.350660148
b0170,0.144433234,-0.51563366,-0.143073775,-0.092796242,0.144433234,0.468309335,0.346601058,0.021617004,0.366907682,-0.441099037,-0.093937645,0.221326673,-0.386188309,-0.465854049,0.007799333,0.182030824,0.389870922,-0.026566653,0.144433234,0.166394195,0.299233617,0.349764674
b0171,-0.046960886,-0.131012331,-0.125324679,0.023343069,-0.046960886,0.398213126,0.271703353,0.483094248,0.451067368,-0.574551399,0.43219141,0.352636104,-0.19593348,0.285344422,0.715434057,0.675477453,0.669077761,0.384226561,-0.046960886,0.241256267,0.237396703,0.403637012
b0172,-0.051098506,-0.089968489,-0.232580805,-0.056185528,-0.051098506,-0.148811606,-0.195736567,-0.383702108,-0.001100265,0.106151258,-0.136922702,0.150248204,-0.120545221,0.169319874,0.047144261,0.115546767,0.068730817,-0.079090101,-0.051098506,-0.046898234,-0.300587191,-0.034887232
b0173,-0.05449692,0.359999329,0.426104085,0.510686376,-0.05449692,0.036128253,0.251405714,0.230854257,0.018702674,-0.109128605,0.05760873,0.295440297,0.032251771,0.077651617,0.272619365,0.23072298,0.226403298,0.177895209,-0.05449692,0.205612389,0.046810031,0.251612016
b0174,0.013554917,-0.480829553,-0.521437732,-0.059732072,0.013554917,0.290779768,0.342207322,0.391737482,0.029414676,-0.477319638,-0.042771396,0.220579862,-0.195793182,0.161413748,0.436654886,0.582105665,0.605690151,0.240683413,0.013554917,0.113979166,-0.07241578,0.279793832
b0175,-0.019437925,-0.274296764,-0.18503173,-0.089657066,-0.019437925,0.15457027,0.333992411,0.314772441,0.10185918,-0.141205292,0.024319595,0.391612773,0.004244124,0.270613119,0.199519066,0.281653625,0.420537332,0.087293078,-0.019437925,0.086973522,-0.020742348,0.108738696
