,Expression dapF_parent,Expression dapF_sup_1-1,Expression dapF_sup_3-1,Expression dgk_parent,Expression dgk_sup_1-1,Expression dgk_sup_2-1,Expression dgk_sup_3-1,Expression entC_parent,Expression entC_sup_1-1,Expression entC_sup_2-1,Expression entC_sup_3-1,Expression ppk,Expression ppk_sup_1-1,Expression ppk_sup_1-2,Expression zwf_parent,Expression zwf_sup_1-1,Expression zwf_sup_1-2
b1815,0.736965594,0.115477217,0.273018494,-1.584962501,-1.584962501,-1.584962501,-0.415037499,-1.647698256,-1.647698256,-0.554588852,-1.095157233,-0.415037499,-0.678071905,0.459431619,0.222392421,-0.497499659,-1.125530882
b1816,-0.716207034,-1.064130337,0.231325546,0.430634354,-0.064130337,-0.353636955,-0.275634443,0.932885804,1.710493383,-0.137503524,-0.289506617,0.253756592,0.299560282,-0.176877762,-0.064130337,-0.436099115,-0.353636955
b1817,-1.07566427,-0.85010457,-0.513069582,0.425529873,0.616213435,0.369573467,0.259519922,-0.25276607,-0.597901556,0.468769483,-0.597901556,-0.150866666,0.511500339,0.164229396,-0.240051088,0.205748665,0.861969849
b1818,-1.162271429,-0.944091259,-0.703732291,0.226770862,0.544946822,0.274680847,0.14980888,-0.422995021,-0.767440553,0.157705453,-1.024005463,-0.184000187,0.493408563,0.146389487,-0.46712601,0.038935663,0.511500339
b1819,-0.927243658,-0.857980995,-0.629162305,0.250543462,0.617752436,0.445799753,0.15324626,-0.358793389,-0.960829403,-0.168271483,0.126633439,-0.163975735,0.464841055,0.15795236,-0.482941564,-0.037802033,0.399406848
b1820,-0.075948853,-0.263034406,0.238159737,0.222392421,1.149226009,0.981384322,0.482782106,1.37036845,0.034765418,-0.357552005,-0.602664502,0.012072832,0.697639274,0.275107238,-0.156119202,0.054447784,0.299560282
b1821,1,2,1.584962501,0,1,1.584962501,0,0,0,1.584962501,1.584962501,0,1,1,0,1,0
b1822,0.064130337,0.155278225,0.373458396,-0.137503524,0.347923303,-0.211504105,-0.033166864,1,0.969626351,0.222392421,0.459431619,-0.129283017,-0.084888898,-0.428843299,0.155278225,0.125530882,-0.101879614
b1823,0,0.264545873,0.198869698,-0.188761643,0.178970141,-0.118126101,0.166897309,0.790546634,0.940293754,0.565333694,1.497905766,0.228920464,0.095969059,0.261124816,0.279574082,0.617854382,0.00904514
b1824,-0.218485083,0.168976172,0,-0.179292315,-0.115477217,-0.243532501,0.204600082,1.296068168,0.874844869,0.218252691,0.586339775,0.183952446,0.063488826,-0.3771846,-0.069962558,0.586384576,0.142152384
b1825,0.736965594,2,1,0,0.415037499,0.415037499,0,0,0,1,1.321928095,0.415037499,0.415037499,0,0,0.415037499,0.415037499
b1826,0.231325546,0.646363045,0.38332864,0.334419039,0.430634354,0.605721061,0.520832163,-0.050626073,0.0489096,-0.273018494,0.186413124,-0.505235308,-0.289506617,-0.067114196,0.061400545,0.176877762,0.283792966
b1827,0.431049817,0.558967292,0.64385619,-0.039170597,0.237039197,0.372554168,0.181329765,-0.231325546,-0.15497466,0.404983835,0.103093493,-0.14839184,0.173536255,0.144389909,0.421463768,0.523561956,0.362570079
b1828,0,-0.459431619,0.2410081,0,0.125530882,-0.289506617,0.2410081,0.736965594,0.530514717,-0.362570079,-0.847996907,0.106915204,0.206450877,-0.2410081,0,-0.652076697,0
b1829,0.381306642,0.576857451,0.593022271,-0.317388935,0.035919574,0.527247003,-0.160108143,0.282399731,0.153116714,-0.140291341,0.168067055,-0.340787122,-0.393957781,-0.444056393,0.12755005,0.46712601,0.324350757
b1830,-0.498805857,-0.467778961,-0.25860216,-0.232290882,-0.091630475,-0.075948853,-0.099535674,0.393663848,0.753839413,0.117651589,-0.047934477,0.349942471,0.08912589,-0.141043881,0.043721377,-0.294447358,-0.014873276
b1831,-0.444481277,-0.429684275,-0.289506617,-0.141516586,-0.078609835,-0.16175107,-0.025730275,0.273603648,0.565023654,0.094434802,0.102361718,0.232588188,0.133467142,-0.173767068,-0.048156038,-0.190564768,-0.029443778
b1832,-0.289807398,-0.206242681,-0.160146267,-0.450661409,0.034765418,0.134301092,-0.106707008,0.219313028,0.30148157,0.434894918,-0.190449529,0.200449868,-0.027480736,-0.116157894,-0.136150786,0.12936035,-0.124301068
b1833,0.351472371,0.601450624,0.271302022,-0.857980995,-0.857980995,-0.610053482,-0.770518154,-1.03562391,-0.965234582,-0.072149786,-0.550197083,-0.263034406,-0.337034987,0.169925001,-0.050626073,-0.103093493,-0.610053482
b1834,-0.099535674,-0.169925001,-0.169925001,-0.491853096,-0.906890596,-0.736965594,-0.447458977,-0.236067358,0.026967048,-0.335603032,-0.821029859,0.234465254,-0.133266531,0.041820176,0.062735755,-0.537656786,-0.447458977
b1835,0.075948853,0,0.31410859,-0.039528364,-0.039528364,0.148098639,-0.30256277,0.106915204,0.206450877,-0.115477217,-0.530514717,0.160464672,0.371968777,0.160464672,0.148098639,0.038474148,-0.30256277
b1836,1.707819249,1.760812336,1.632268215,-0.537656786,-1.96829114,-1.906890596,0.341036918,-1,-0.90442234,-0.259087221,-1.212544635,0.455679484,-0.881355504,0.228268988,0.856875058,-1.099535674,-0.791413378
b1837,1.007948753,1.304285134,0.544548232,-1.124806456,-1.159995884,-0.870489267,-0.477478074,-1.505528033,-1.11321061,0.174957079,-0.735454127,-0.700439718,-0.90902634,0.09097366,0.228074567,-0.205225138,-0.870489267
b1838,1.366322214,3.238404739,1.076815597,-1.415037499,-0.415037499,-0.272079545,0.22881869,-1.716207034,-1.823122238,1.328187085,0.646363045,-1.584962501,-1.772589504,-0.313157885,0.475733431,0.475733431,0.569855608
b1839,-0.072149786,0.423807709,0.134301092,0.06871275,-0.148098639,0.034765418,0.06871275,0.146841388,0.280107919,0.050626073,0.440572591,-0.036525876,-0.277533976,-0.192645078,0,0.166009951,-0.03562391
b1840,-0.285402219,0.238159737,-0.037474705,0.1740294,0.072149786,0.495957495,0.329307625,0.374395515,0.567040593,0.199308808,0.199308808,0.078002512,-0.125530882,-0.415037499,0,0.036525876,0.1740294
b1841,0.109624491,0.259867127,0.144389909,0.055853235,-0.038474148,0.366782331,-0.139403057,-0.115477217,-0.022367813,0.263034406,-0.139724764,0,-0.178970141,-0.024247546,-0.118644496,-0.038474148,-0.160464672
b1842,0.282553857,0.343954401,0.247927513,-0.334117504,-0.500767373,-0.746243408,-0.192645078,0.170670388,0.091010939,-0.20129839,0.206003461,0.199122642,-0.373327247,0.204140717,-0.028014376,-0.299560282,-0.334117504
b1843,0.874469118,1,0.821029859,-0.819427754,-0.152003093,0.341036918,-0.0489096,-0.777607579,-0.584962501,0.029747343,-0.678071905,-0.214124805,-0.214124805,-0.334419039,0.415037499,0.30256277,0.485426827
b1844,0.540108265,0.35683371,0.451379346,-0.405256478,0.119999776,-0.05246742,-0.366782331,-0.437686238,-0.63294253,-0.061986887,-0.541794642,-0.238657476,-0.079800711,-0.046012398,0.078777113,0.493814613,-0.213830408
b1845,0.339486466,-0.171766348,-0.106915204,-1.155278225,-1.257157839,-1.292781749,-0.366782331,-0.981852653,-1.036994207,-0.408962985,-0.589535231,-0.050626073,-0.334419039,0.389946518,-0.075551033,-0.683972507,-1.570315725
b1846,0.321928095,1.115477217,0.321928095,-0.584962501,0.222392421,0.115477217,0.415037499,-1.362570079,-1.169925001,-0.362570079,0.152003093,-0.637429921,-0.347923303,-0.106915204,-0.263034406,0.115477217,-0.125530882
b1847,-0.042826824,0.182918364,0.022630974,-0.934234263,-0.923378718,-0.974004791,-0.134996668,-0.113687418,-0.127911287,0.084381569,0.076427947,0.30234733,-0.214443668,-0.078622588,0.052630335,-0.48155443,0.108706259
b1848,0.898359738,1.22659241,1.192645078,0.15787966,0.903615464,0.99508451,0.415037499,-0.549687026,0.4398206,0.904030941,0.307572802,0.154577037,0.42786154,0.434231065,0.22659241,0.689070904,0.670692375
b1849,-4.754887502,-3.339850003,-2.639410285,-0.339850003,-0.532495081,-0.506959989,-0.017921908,3.539158811,3.442943496,-0.192645078,-1,0.263034406,0.053111336,-0.736965594,0.135883428,-0.054447784,0.388070452
b1850,-0.584962501,-0.156119202,-0.331205908,-0.075948853,-0.037474705,0.329307625,0.415037499,-0.321928095,-0.271302022,-0.129283017,0.678071905,-0.134301092,0,-0.282399731,-0.115477217,0.299560282,0.442518236
b1851,-0.575502171,-0.2255597,-0.520007059,-0.27064759,-0.038474148,0.219678037,0.074000581,-0.261197747,-0.114711659,0.080418682,-0.461730735,-0.196800707,-0.019496176,-0.230483834,0.082989365,0.211504105,0.552972386
b1852,0.170540617,0.248802257,0.012873081,-0.276023388,0.050817154,-0.066146918,0.297711857,-0.060486947,-0.274930615,-0.052538194,0.174376786,0.276840205,0.223832956,0.159800784,-9.609178738,-9.609178738,-8.609178738
b1853,0.099535674,0.440572591,0.321928095,0.382469637,0.635588574,0.123382416,0.215012891,-0.197939378,-0.2410081,0.415037499,0.206450877,0.071553261,0.439285046,0.30718151,0.567684509,0.777607579,1.050626073
b1854,-0.02987053,0.074887212,-0.159247868,-0.189270351,0.2466822,-0.136321471,0.105436275,-0.498740383,-0.541938072,-0.058391795,-0.129094786,0.235911357,0.246403731,0.274015962,0.226609598,-0.005924834,-0.101014602
b1855,0.04580369,-0.047305715,0.068171503,-1.047305715,-0.281770968,-0.310340121,-0.339486466,-0.777607579,-1.099535674,-0.480625841,-0.480625841,0.178970141,0.272079545,0,0,0.175086707,-0.172836597
b1856,-0.321928095,0.03170886,0.093109404,0.093109404,0.574236094,0.315501826,0.315501826,1.070389328,1.03562391,0,0.485426827,0.097847323,0.167109986,-0.21818017,0.093109404,0.122856748,0.637429921
b1857,-0.678071905,-0.449802917,0.146841388,-0.05246742,0.123382416,-0.13492958,0.807354922,1.493040011,1.103093493,-0.111031312,-0.231325546,0.300866479,0.399270183,-0.584962501,-0.559427409,-0.381090167,0.496425826
b1858,0.358453971,0.387023123,0.621488377,0.106915204,0.269186633,0.358453971,0,0.111031312,0.163498732,0.056583528,0.263034406,0,0.299560282,0.329307625,0,0.329307625,-0.331205908
b1859,0.362570079,0.362570079,0.584962501,0,0.280107919,0.514573173,0.099535674,0.263034406,0.378511623,0.137503524,1.378511623,0.106915204,0.547487795,0.469485283,0.099535674,0.362570079,0
b1860,0.378511623,0.584962501,0.485426827,-0.415037499,-0.112474729,-0.112474729,-0.277533976,-0.768674454,-0.665580961,0.031026896,0.430634354,-0.160464672,0.178337241,0.144389909,0.10433666,0.40599236,0.070389328
b1861,0.335184192,0.664132714,0.547487795,-0.2410081,0.043721377,0.086156644,-0.2410081,-0.610053482,-0.185555653,0.208108195,-0.366127899,0.160464672,0.575502171,0.210217707,0.022026306,0.469485283,0.065095028
b1862,1,1.584962501,0.847996907,-0.736965594,0.263034406,0,0.263034406,-1,-0.678071905,-0.192645078,1,-0.874469118,-0.652076697,0.2410081,0.263034406,0.678071905,0.485426827
b1863,-0.103093493,0.240051088,0.0489096,0.229481846,0.380423744,0.896906507,0.361187525,0.472487771,0.277984747,0,1,0.063009798,0.352516415,0.311586151,-0.258068153,0.15324626,0.024662054
b1864,-0.148133547,-0.136728784,-0.06606901,0.104606965,0.479139759,0.358402307,0.187469485,0.225220681,0.764835145,0.799406169,0.486558797,-0.263949241,-0.125323046,0.005704614,0.08160085,0.248539185,-0.292523456
b1865,0.20029865,0.286713402,0.399607459,0.226770862,0.699652436,0.525784565,0.295076875,-0.436099115,0.467392904,0.22059914,-0.064130337,-0.084662397,-0.15782881,0.051399153,0.173331603,0.445411148,-0.010268335
b1866,-0.113768875,0.006821266,0.130649853,-0.070047498,0.403022123,0.38218862,-0.020659471,0.178092322,0.709322839,0.656855419,-0.155517578,0,0.384143491,0.086983302,0.047085136,0.350363174,-0.027612231
b1867,0.037474705,0.395928676,0.074000581,-0.341036918,0.395928676,0.479992941,0.178337241,-0.338801913,-0.140862536,0.274174963,0.456378295,-0.31410859,-0.201633861,-0.275634443,0.074000581,0.243925583,0.395928676
b1868,-0.263034406,0.415037499,0.415037499,0.415037499,0.874469118,0.874469118,1,0.678071905,1.137503524,0.485426827,-0.321928095,0.321928095,0,-0.192645078,0.222392421,0,0.736965594
b1869,0.556713024,0.770931514,0.628266285,-0.99600914,-0.094975591,0.019844811,-0.473487214,-0.721494185,-0.355366287,0.581068585,-0.469186186,-0.173599322,0.097297201,0.158697746,0.337034987,0.464146905,0.011939613
b1870,0.334664083,0.4639471,0.306207637,-1.050626073,-0.205904299,-0.007124434,-0.485426827,-0.300173542,-0.433756697,0.281513826,0.136778733,-0.14345279,-0.217453372,-0.163261271,0.229481846,0.129079949,-0.007124434
b1871,0.125530882,0.2410081,0.165059246,-0.722466024,-0.289506617,-0.289506617,-0.343954401,-0.263034406,0.137503524,0,0.707819249,0.041820176,0.041820176,0.197939378,0.347923303,-0.137503524,-0.044394119
b1872,0.678071905,0.847996907,0.485426827,-0.321928095,0,0.485426827,0,-1,-0.584962501,0.415037499,1.584962501,-0.584962501,-0.263034406,0.222392421,0,0.678071905,0.678071905
b1873,0.415037499,1.584962501,0.415037499,-1.584962501,0,0.415037499,0,-1,-2,0.321928095,3.247927513,-0.736965594,-0.736965594,-0.321928095,0,0.415037499,1
b1874,1.978999701,1.818037205,1.293292227,-0.539810464,-0.121745272,-0.336596145,0.609765892,0,-1.092710374,-1.158001834,-0.164696487,0.220970346,0.096215315,0.295824341,0.201996393,0.272730904,0.460189536
b1875,0.457206954,0.492396382,0.457206954,-0.673189684,0.26710407,-0.075288127,-0.049753035,-0.247927513,-0.278301162,0.025090981,-0.510961919,-0.04580369,0.339850003,-0.117356951,0.071553261,0.775568433,0.048094288
b1876,-0.237039197,-0.316473665,-0.090197809,-0.237039197,0.043068722,-0.40053793,-0.343954401,0.269186633,0.621488377,-0.115477217,0.072149786,0.108524457,0.285402219,-0.117356951,0.203533394,0.084888898,0.043068722
b1877,1.321928095,2,1,0,1,1.321928095,-1,-0.584962501,-0.584962501,0,0,-0.736965594,-0.321928095,-0.321928095,0,0,1
b1878,0,9.869208251,9.869208251,9.869208251,9.869208251,9.869208251,9.869208251,9.869208251,9.869208251,9.869208251,0,0,0,0,0,9.869208251,0
b1879,0.584962501,1.321928095,1,5.781359714,4.882643049,4.459431619,3,4.087462841,4.727920455,2.169925001,1,-0.584962501,0,0,0.584962501,0.584962501,0.584962501
b1880,9.869208251,9.869208251,0,9.869208251,9.869208251,9.869208251,9.869208251,9.869208251,9.869208251,9.869208251,9.869208251,9.869208251,0,9.869208251,9.869208251,9.869208251,0
b1881,0.321928095,0.584962501,0.247927513,6.047123912,3.523561956,3.845490051,2.285402219,3.495410916,4.637429921,2.36923381,0.584962501,-0.652076697,-0.552541023,0,0.169925001,0.459431619,0
b1882,0.807354922,1.169925001,1.169925001,7.044394119,4.523561956,4.658211483,2.523561956,2.754887502,5.714245518,3.285402219,-1,0.415037499,0.415037499,0.736965594,0.807354922,0.584962501,0
b1883,0.736965594,1,0.736965594,7.360481336,4.584962501,5.209453366,3.273018494,4.64385619,5.483815777,3.129283017,1,-0.415037499,0,0.321928095,0.415037499,1,0.736965594
b1884,9.869208251,9.869208251,9.869208251,9.869208251,9.869208251,9.869208251,9.869208251,9.869208251,9.869208251,9.869208251,9.869208251,0,0,9.869208251,9.869208251,9.869208251,9.869208251
b1885,0,0,0,9.076815597,6.129283017,6.965784285,4.95419631,6.426264755,7.483815777,5.459431619,1.584962501,0,0,0,0,0,0
b1886,0,0,0,9.714245518,7.108524457,7.511752654,5.569855608,7.027905997,8.044394119,6.129283017,1.584962501,0,0,0,-1,0,0
b1887,0.652076697,0.893084796,0.192645078,7.539158811,4.496425826,5.464108106,3.822001698,4.147898695,5.514982971,3.562936194,0.447458977,-0.415037499,-0.192645078,0.321928095,0.192645078,0.652076697,0.362570079
b1888,0,0.415037499,0,8.28077077,5.727920455,6.285402219,4.564784619,6.339850003,7.64385619,5.357552005,1.584962501,0,-0.584962501,0,0,0,0
b1889,0.584962501,0,0,8.642051693,6.330916878,6.614709844,4.727920455,6.044394119,7.262094845,4.754887502,1.807354922,0,-1,0,0,0,0
b1890,0,1,0,9.379378367,7.238404739,7.475733431,5.209453366,6.459431619,7.77478706,5.857980995,2,0,0,0,0,0,0
b1891,-1.321928095,-0.862496476,-1.152003093,2.972692654,1.963474124,2.03562391,1.070389328,3.263034406,3.459431619,1.925999419,1.263034406,0.94753258,0.836501268,0.280107919,0,-0.514573173,0.485426827
b1892,-0.584962501,-0.392317423,-0.691877705,2.99138687,2.321928095,1.94753258,1.033947332,2.700439718,2.832890014,1.087462841,1.247927513,0.561878888,0.308122295,0.362570079,0.067114196,0.131244533,0.607682577
b1893,1,2,1,0,1,1.584962501,0,0,1,0,1,0,-0.415037499,-0.415037499,1,1,1
b1894,0.216811389,0.375509135,0.434402824,0.434402824,1.019365325,1.266280065,0.112474729,0.612976877,0.338801913,0.121990524,0.08246216,-0.298081353,-0.141355849,-0.079071571,-0.121990524,0.31410859,0.182864057
b1895,0.018615678,0.125530882,0.142604395,-0.057333175,0.501397784,1.248913298,-0.20069735,-1.058893689,-1.184424571,-0.22881869,-0.736965594,-0.415037499,-0.283792966,-0.05246742,-0.057333175,0.893084796,1.903138461
b1896,0.812585242,0.365284464,0.39115255,-1.871415794,-2.928446739,-3.182203331,-0.402862785,-1.371968777,-1.593616966,-0.782546628,-1.129930304,0.044787922,-0.911772817,0.536501012,0.341358625,-1,-1.774118593
b1897,0.789732895,0.641502964,0.438361022,-2.117157701,-2.803999816,-3.102658131,-0.324449555,-1.509152897,-1.635620898,-0.437537309,-1.042246158,-0.25786808,-1.079800711,0.17351469,0.409568755,-0.827651084,-1.456495474
b1900,0.584962501,0.716207034,-0.106915204,-0.106915204,-0.807354922,-0.637429921,-0.485426827,-1.184424571,-1.64385619,-0.120294234,-0.184424571,-0.906890596,-0.906890596,0.180572246,0.099535674,0.099535674,0
b1901,0.584962501,1.321928095,0.584962501,1,0,0,0,-0.584962501,-0.584962501,0.736965594,0.736965594,-0.584962501,-0.584962501,0,0,0.584962501,1
b1902,0.111031312,-0.058893689,0.056583528,-0.058893689,0.565597176,1.028569152,0.111031312,-0.961525852,-0.817135943,0.216811389,0.980371193,-0.341036918,-0.389946518,0.337034987,0.263034406,0.678071905,0.748461233
b1904,0.584962501,1.321928095,0.584962501,7.696967526,7.379378367,7.113742166,4.754887502,6.14974712,6.820178962,4.64385619,2.584962501,-0.415037499,-1,-0.415037499,0,0.584962501,0
b1905,0.864772619,0.937939032,0.496233582,0.921997488,0.778872546,0.324962155,0.360881729,0.368644594,0.382719779,-0.133855747,-0.174497731,-0.036525876,-0.112474729,-0.38332864,-0.212303604,-0.062060968,0.559427409
b1906,1.436099115,1.640457613,1.234465254,-0.91753784,0.770518154,0,0.371968777,-0.900464326,-1.347923303,-0.163498732,0.099535674,-0.691877705,-0.304854582,0,0.556393349,0.304854582,-0.280107919
b1907,0.415037499,1,2,-1.584962501,1.415037499,0,1.736965594,2.432959407,2.722466024,-0.321928095,0.263034406,-0.691877705,-0.222392421,-2.392317423,1,0,2.321928095
b1908,0.304006187,0.282201817,0.119581616,-0.295455884,0.267480311,0.260062839,-0.420986766,-0.993486693,-0.881011964,0.154611946,0.98358691,-0.455194626,-0.105610188,0.025237291,-0.111031312,0.252607034,-0.625604485
b1909,-1,0,0,0,1.807354922,1.584962501,1.321928095,1,2,0,0,-0.321928095,0.485426827,-0.321928095,1,1.321928095,2
b1910,-0.700439718,-0.893084796,-0.530514717,0.469485283,0.7589919,0.387023123,0.299560282,1.807354922,2,0.584962501,1.807354922,0.206450877,0.584962501,0.106915204,0.106915204,0.106915204,0.621488377
b1911,0.613409188,0.613409188,0.511947703,0.42251262,0.202448253,0.256775415,0.065921393,-0.20578048,0.109092857,-0.563332485,0.291090691,0.39785634,0.403943669,0.45173918,0.122091798,-0.133387415,-0.073014797
b1912,0.379117925,0.219009782,0.342281157,0.046542586,0.212220616,0.455843716,-0.015853951,0.04580369,-0.300754072,-0.190430657,-0.561878888,0.014721506,0.022026306,-0.068171503,-0.023846742,0.272202721,0.06172899
b1913,0,-0.40275917,0.190331212,-0.156119202,-0.378511623,-0.219313028,-0.115477217,-0.343954401,0.165059246,-0.16175107,-0.459431619,0.321928095,0.428843299,0.365649472,0,-0.40275917,-0.530514717
b1914,0.63584367,0.453365618,0.691877705,-0.321928095,0.086156644,0.086156644,-0.139724764,-0.547487795,-0.160464672,0.470890734,1,-0.069262662,0.169925001,0.426264755,0.086156644,0.437063806,-0.022367813
b1915,-0.584962501,0.415037499,0.736965594,-0.584962501,0.736965594,0,0,1.584962501,1.584962501,0,1,-0.222392421,0.192645078,0,1.415037499,2.115477217,1.222392421
b1916,0.378511623,0.662965013,0.222392421,-1.099535674,-0.736965594,-0.292180751,-0.234465254,-1.093976148,-1.27085391,0.025763096,0.038474148,-0.454565863,-0.428093652,0.282399731,0.282933963,0.963474124,0.263034406
b1917,0.938599455,1.584962501,1.087462841,0.36923381,0.502500341,0.459431619,0.841302254,0.206450877,0.299560282,0.509013647,0.943416472,0.0489096,0.389946518,1.229481846,0.938599455,1.969626351,0.700439718
b1918,0.483082887,0.924272674,0.373458396,-0.050040682,0.032421478,0.198779864,0.268488836,-0.338801913,-0.601836319,0.033166864,0.654108662,-0.36975662,-0.051074185,0.430634354,0.506352666,1.8259706,0.410933101
b1919,0.506959989,0.910501849,0.444563452,0,0.063658637,0.284567567,0.22084197,-0.731661562,-0.329920886,0.442668618,0.054742965,-0.222392421,0.137503524,0.598637438,0.444563452,1.672638019,0.319756996
b1920,0.498250868,1.053111336,0.689299161,1.251719093,0.399171094,0.371558863,0.485426827,-0.178970141,-0.018147347,0.476813697,0.807354922,0.124587636,0.180572246,0.800062429,1.137503524,2.368069877,0.852997588
b1921,0.231325546,0.430634354,-0.131244533,7.230072663,5.207757075,5.278954409,3.695606564,4.482515232,5.091563351,3.472068444,0.472068444,0.199308808,-0.362570079,0,0,0.061400545,0
b1922,-0.847996907,-0.584962501,-0.584962501,9.019590728,7.647058622,7.422532036,5.540881432,7.411087227,8.299208018,6.791814071,2.5360529,1.321928095,0.736965594,0.222392421,-0.169925001,0.152003093,0
b1923,0.841302254,1.247927513,0.624490865,9.425915222,6.536571017,6.352411319,5.178249866,5.963175769,7.224157313,5.10514815,0.928446739,0.067114196,-0.144389909,0.251538767,0.222392421,0.222392421,-0.125530882
b1924,0.652076697,0.965234582,0.308122295,7.985435372,5.321928095,4.874469118,3.590676152,4.988684687,5.5817386,3.044394119,0.74723393,-0.722466024,-0.722466024,-0.137503524,-0.070389328,0,0.415037499
b1925,1,1.321928095,1,7.700439718,5.209453366,4.754887502,3.459431619,4.754887502,5.95419631,2.807354922,0.584962501,1,0,1,0.584962501,1,0.584962501
b1926,0.415037499,0.736965594,0.415037499,6.807354922,4.502500341,4.029747343,2.662965013,3.938599455,4.938599455,1.736965594,0.415037499,-0.584962501,-0.584962501,0,-0.584962501,0.415037499,0
b1927,-0.152003093,-0.427110332,-0.782769284,-0.451563375,-1.89566334,-2.152003093,-0.018147347,-1.141219418,-0.986150021,-0.404253824,-1.21468158,0.169925001,-0.567040593,-0.093109404,-0.074000581,-1.172180975,-0.878984599
b1928,0,0,0.199308808,-0.111031312,0.671377253,0.374395515,0.152003093,0.142019005,0.311944006,0.271302022,0,-0.514573173,0.070389328,-0.112474729,0.05246742,0.602664502,-0.111031312
b1929,-1.469485283,-1.710493383,-0.777607579,0,0.353636955,-0.526068812,-0.311944006,1.473931188,1.473931188,0.415037499,0.152003093,0.10433666,0.560714954,-0.036525876,-0.362570079,-0.169925001,-0.311944006
b1930,-0.584962501,-0.584962501,-0.584962501,0,0.415037499,-0.584962501,-0.584962501,0.584962501,0,0,0,0,0.584962501,0,0,0.415037499,-0.584962501
b1931,0.707218251,0.707218251,0.11321061,-1.707819249,-1.914270126,-2.029747343,-0.570315725,-1.494764692,-1.539158811,-0.096215315,-0.389411692,-0.833990049,-1.270089163,0.227410496,0.140177658,-0.527247003,-1.444784843
b1932,-0.334419039,-0.157541277,-0.398549376,-0.273018494,-2.273018494,-2.050626073,-1.273018494,1.469485283,1.106915204,-0.2410081,-0.700439718,0.765534746,-0.152003093,0,-0.770518154,-1.5360529,-1.857980995
b1937,1,1.584962501,1.584962501,5.64385619,4.754887502,4.321928095,2.584962501,3.700439718,4.321928095,1,1,0,0,0,1,0,0
b1938,-1,-1,-1,7.675957033,6.06608919,6.098032083,4.523561956,9.869208251,9.869208251,9.869208251,9.869208251,1,0,0,-1,-1,-1
b1939,0,-0.584962501,0,6.95806932,5.222392421,5.470319935,3.874469118,5.95419631,6.383704292,3.700439718,1.807354922,0.584962501,0,0,0,-0.584962501,-0.584962501
b1940,1,0,0,7.727920455,5.832890014,6.321928095,4.700439718,5.857980995,6.832890014,3.584962501,1.584962501,1,1,1,0,0,1
b1941,0,0,0,8.092757141,6.022367813,6.64385619,5.209453366,6.768184325,7.459431619,4.321928095,0,1,0,0,0,0,0
b1942,-0.584962501,-0.584962501,-0.263034406,6.163230349,4.129283017,4.63420602,3.297680549,5.366322214,6.285402219,3.357552005,-1,1,0.415037499,0,-0.584962501,-0.584962501,-0.263034406
b1943,-0.415037499,-0.678071905,-0.415037499,6.571752644,4.266786541,4.971543554,3.554588852,5.686500527,6.153129759,3.087462841,0.222392421,0.874469118,0,0,-0.192645078,-0.415037499,-0.415037499
b1944,-0.678071905,-1,-0.540568381,7.270879295,6.949826711,6.861086906,5.060695932,6.632995197,7.274960472,5.055282436,1.95419631,1.263034406,0.584962501,0.137503524,-0.415037499,-0.415037499,-0.415037499
b1945,-0.584962501,-0.584962501,-0.263034406,7.286942737,6.36923381,6.336878436,5.014950341,6.594946589,7.445704636,4.459431619,2,0.652076697,0,0,-0.263034406,-0.584962501,-0.263034406
b1946,-0.736965594,-1.321928095,-0.736965594,7.354028938,6.091699834,6.14974712,4.827819025,6.741466986,7.754887502,4.781359714,-1,1.584962501,1,0.584962501,-0.321928095,-1.321928095,-0.321928095
b1947,-1,0,0,6.562242424,5.781359714,5.882643049,4.285402219,6.303780748,6.942514505,3.584962501,1.584962501,1,0,0,0,0,0
b1948,0,0,0,6.50779464,5.554588852,5.754887502,3.807354922,4.64385619,6.169925001,2.321928095,0,9.869208251,0,0,0,0,0
b1949,0.736965594,0.874469118,0.415037499,5.266786541,4.101538026,4.491853096,2.906890596,4.183221824,4.718818247,1.321928095,-0.584962501,-0.192645078,-0.192645078,0.169925001,0,0.584962501,0.222392421
b1950,0,9.869208251,9.869208251,9.869208251,9.869208251,9.869208251,9.869208251,9.869208251,9.869208251,0,0,0,0,0,0,0,0
b1951,9.869208251,9.869208251,9.869208251,9.869208251,9.869208251,9.869208251,9.869208251,1,1,1,2,0,0,0,0,0,9.869208251
b1952,0.378511623,0.925999419,0.263034406,-1,-0.514573173,-0.514573173,-0.321928095,-0.736965594,-0.736965594,-0.206450877,1.415037499,-0.152003093,-0.514573173,0.378511623,0,0,-0.152003093
b1953,1.004854839,1.306937228,0.397095329,-2.493880778,-3.212699025,-3.069741071,-1.022874466,-1.864757233,-2.859443433,-0.825372757,0.24415294,-1.18855619,-2.580193257,0.074478216,-0.036110293,-0.872849022,-1.820381602
b1954,2.584962501,3.906890596,2.321928095,0,3.459431619,4.700439718,3.807354922,9.869208251,9.869208251,9.869208251,9.869208251,-0.485426827,0.514573173,0,0,3,3.807354922
b1955,0.546359661,0.73410594,0.042228235,-1.930291028,-2.570748642,-2.448758117,-0.692427198,-1.843495514,-2.227410496,-0.069262662,-0.218640286,-0.843030654,-1.828233652,-0.223774975,0.076498137,-0.787846763,-1.775568433
